ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Approved,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Gender_Male,Married_Yes,Property_Area_Semiurban,Property_Area_Urban,Self_Employed_Yes
81000,0.0,360,360,0,0,False,False,True,False,True,True,False,False,False
3867,0.0,62,360,1,0,True,False,False,True,False,False,True,False,True
6256,0.0,160,360,1,1,False,False,False,False,True,True,False,True,False
6096,0.0,218,360,0,0,False,False,False,True,True,True,False,False,False
2253,2033.0,110,360,1,1,False,False,False,True,True,True,False,False,False
2149,3237.0,178,360,0,0,False,False,False,True,False,True,True,False,False
2995,0.0,60,360,1,1,False,False,False,False,False,False,False,True,False
2600,0.0,160,360,1,0,True,False,False,False,False,False,False,True,False
1600,20000.0,239,360,1,0,False,True,False,False,True,True,False,True,True
1025,2773.0,112,360,1,1,False,False,False,False,True,True,False,False,False
3246,1417.0,138,360,1,1,False,False,False,False,True,True,True,False,False
5829,0.0,138,360,1,1,False,False,False,False,True,True,False,False,False
2720,0.0,80,360,0,0,False,False,False,True,False,False,False,True,False
1820,1719.0,100,360,1,1,False,False,False,False,True,True,False,True,False
7250,1667.0,110,360,0,0,True,False,False,False,True,True,False,True,False
14880,0.0,96,360,1,1,False,False,False,False,True,True,True,False,False
2666,4300.0,121,360,1,1,False,False,False,False,True,True,False,False,False
4606,0.0,81,360,1,0,True,False,False,True,False,False,False,False,False
5935,0.0,133,360,1,1,False,True,False,False,True,True,True,False,False
2920,16.12000084,87,360,1,1,False,False,False,False,True,True,False,False,False
2717,0.0,60,180,1,1,False,False,False,True,True,False,False,True,False
8624,0.0,150,360,1,1,True,False,False,False,False,False,True,False,True
6500,0.0,105,360,0,0,False,False,False,False,True,False,False,False,False
12876,0.0,405,360,1,1,False,False,False,False,True,False,True,False,False
2425,2340.0,143,360,1,1,False,False,False,False,True,True,True,False,False
3750,0.0,100,360,1,1,False,False,False,False,True,False,False,True,False
10047,0.0,128,240,1,1,False,False,False,False,False,True,True,False,False
1926,1851.0,50,360,1,1,False,False,False,False,True,False,True,False,False
2213,1125.0,128,360,1,1,False,False,False,False,True,True,False,True,False
10416,0.0,187,360,0,0,False,False,False,False,True,False,False,True,True
7142,0.0,138,360,1,1,False,False,False,True,False,True,False,False,True
3660,5064.0,187,360,1,1,False,False,False,False,True,False,True,False,False
7901,1833.0,180,360,1,1,False,False,False,False,True,True,False,False,False
4707,1993.0,148,360,1,1,False,False,True,True,True,False,True,False,False
37719,0.0,152,360,1,1,True,False,False,False,True,False,True,False,False
7333,8333.0,175,300,1,1,False,False,False,False,True,True,False,False,False
3466,1210.0,130,360,1,1,True,False,False,False,True,True,False,False,True
4652,0.0,110,360,1,1,False,True,False,True,True,True,False,False,False
3539,1376.0,55,360,1,0,False,False,False,False,True,True,False,False,False
3340,1710.0,150,360,0,0,False,True,False,False,True,True,False,False,False
2769,1542.0,190,360,1,0,True,False,False,True,True,False,True,False,True
2309,1255.0,125,360,0,0,False,True,False,True,True,True,False,False,False
1958,1456.0,60,300,1,1,False,True,False,True,True,True,False,True,False
3948,1733.0,149,360,0,0,False,False,False,False,True,True,False,False,False
2483,2466.0,90,180,0,1,False,False,False,False,True,True,False,False,False
7085,0.0,84,360,1,1,False,False,False,False,True,False,True,False,True
3859,0.0,96,360,1,1,False,True,False,False,True,True,True,False,False
4301,0.0,118,360,1,1,False,False,False,False,True,True,False,True,False
3708,2569.0,173,360,1,0,False,False,False,False,True,True,False,True,False
4354,0.0,136,360,1,1,False,True,False,False,True,False,False,False,False
8334,0.0,160,360,1,0,False,False,False,False,True,True,True,False,False
2083,4083.0,160,360,1,1,False,False,False,False,True,True,True,False,True
7740,0.0,128,180,1,1,False,False,True,False,True,True,False,True,False
3015,2188.0,153,360,1,1,False,False,False,False,True,True,False,False,False
5191,0.0,132,360,1,1,True,False,False,True,False,False,True,False,False
4166,0.0,98,360,0,0,False,False,False,False,True,False,True,False,False
6000,0.0,140,360,1,1,False,False,False,False,True,False,False,False,False
2947,1664.0,70,180,0,0,False,False,True,True,True,True,False,True,False
16692,0.0,110,360,1,1,False,False,False,False,True,True,True,False,False
210,2917.0,98,360,1,1,False,True,False,True,False,True,True,False,False
4333,2451.0,110,360,1,0,False,False,False,False,True,True,False,True,False
3450,2079.0,162,360,1,1,True,False,False,False,True,True,True,False,True
2653,1500.0,113,180,0,0,True,False,False,True,True,True,False,False,False
4691,0.0,100,360,1,1,False,False,True,False,True,True,True,False,False
2500,0.0,93,360,1,1,False,False,False,False,False,False,False,True,True
5532,4648.0,162,360,1,1,False,True,False,False,True,False,False,False,False
16525,1014.0,150,360,1,1,False,True,False,False,True,True,False,False,True
6700,1750.0,230,300,1,1,False,True,False,False,True,True,True,False,False
2873,1872.0,132,360,0,0,False,True,False,False,True,True,True,False,False
16667,2250.0,86,360,1,1,True,False,False,False,True,True,True,False,True
2947,1603.0,128,360,1,0,False,True,False,False,True,True,False,True,False
4350,0.0,154,360,1,1,False,False,False,True,False,False,False,False,False
3095,0.0,113,360,1,1,False,False,True,True,True,True,False,False,False
2083,3150.0,128,360,1,1,False,False,False,False,True,True,True,False,False
10833,0.0,234,360,1,1,False,False,False,False,True,True,True,False,False
8333,0.0,246,360,1,1,False,True,False,False,True,True,True,False,False
1958,2436.0,131,360,1,1,True,False,False,True,True,True,False,False,False
3547,0.0,80,360,0,0,False,True,False,False,True,False,False,False,False
18333,0.0,500,360,1,0,True,False,False,False,True,True,False,True,False
4583,2083.0,160,360,1,1,False,True,False,False,True,True,True,False,True
2435,0.0,75,360,1,0,False,False,False,False,True,False,False,True,False
2699,2785.0,96,360,1,1,False,False,False,True,True,False,True,False,False
5333,1131.0,186,360,1,1,True,False,False,True,True,True,False,True,False
3691,0.0,110,360,1,1,False,False,False,True,True,False,False,False,False
17263,0.0,225,360,1,1,False,False,False,True,False,False,True,False,True
3597,2157.0,119,360,0,0,False,False,False,False,True,True,False,False,False
3326,913.0,105,84,1,1,True,False,False,False,False,True,True,False,False
2600,1700.0,107,360,1,1,False,False,False,True,True,True,False,False,False
4625,2857.0,111,12,1,1,False,False,False,False,True,True,False,True,False
2895,0.0,95,360,1,1,True,False,False,False,True,True,True,False,True
6283,4416.0,209,360,0,0,False,False,False,False,True,False,False,False,False
645,3683.0,113,480,1,1,False,False,False,False,False,False,False,False,False
3159,0.0,100,360,1,1,False,False,False,False,False,False,True,False,False
4865,5624.0,208,360,1,1,False,True,False,False,True,True,True,False,False
4050,5302.0,138,360,1,0,True,False,False,True,True,True,False,False,False
3814,1483.0,124,300,1,1,False,False,False,True,True,True,True,False,False
3510,4416.0,243,360,1,1,False,True,False,False,True,True,False,False,False
20833,6667.0,480,360,1,1,False,False,False,False,True,True,False,True,False
3583,0.0,96,360,1,0,False,False,False,False,True,False,False,True,False
2479,3013.0,188,360,1,1,False,False,False,False,True,True,False,True,True
13262,0.0,40,360,1,1,True,False,False,False,False,False,False,True,False
3598,1287.0,100,360,1,0,False,False,False,True,True,False,False,False,False
6065,2004.0,250,360,1,1,True,False,False,False,True,True,True,False,False
3283,2035.0,148,360,1,1,False,True,False,False,True,True,False,True,False
2130,6666.0,70,180,1,0,False,False,False,False,True,True,True,False,False
5815,3666.0,311,360,1,0,False,False,False,False,True,False,False,False,False
3466,3428.0,150,360,1,1,False,False,True,False,True,True,False,False,False
2031,1632.0,113,480,1,1,False,True,False,False,False,True,True,False,False
3074,1800.0,123,360,0,0,False,False,False,True,True,True,True,False,False
4683,1915.0,185,360,1,0,False,False,False,False,True,False,True,False,False
3400,0.0,95,360,1,0,False,False,False,True,False,False,False,False,False
2192,1742.0,45,360,1,1,False,True,False,True,True,True,True,False,False
2500,0.0,55,360,1,1,False,False,False,False,True,False,True,False,False
5677,1424.0,100,360,1,1,False,False,True,False,True,True,False,False,True
7948,7166.0,480,360,1,1,False,True,False,False,True,True,False,False,True
4680,2087.0,128,360,1,0,False,False,False,False,True,False,True,False,False
17500,0.0,400,360,1,1,False,True,False,False,True,True,False,False,True
3775,0.0,110,360,1,1,False,False,False,False,True,True,True,False,False
5285,1430.0,161,360,0,1,True,False,False,True,True,True,True,False,False
2679,1302.0,94,360,1,1,True,False,False,True,True,False,True,False,False
6783,0.0,130,360,1,1,False,False,False,True,True,False,True,False,False
1025,5500.0,216,360,1,1,False,False,False,False,True,True,False,False,False
4281,0.0,100,360,1,1,False,False,True,False,True,True,False,True,False
3588,0.0,110,360,0,0,False,True,False,False,True,False,False,False,False
11250,0.0,196,360,1,0,True,False,False,False,True,False,True,False,False
18165,0.0,125,360,1,1,False,False,False,True,False,False,False,True,True
2550,2042.0,126,360,1,1,False,False,False,True,True,False,False,False,False
6133,3906.0,324,360,1,1,False,False,False,False,True,True,False,True,False
3617,0.0,107,360,1,1,False,True,False,False,True,False,True,False,False
2917,536.0,66,360,1,0,False,False,False,True,True,True,False,False,False
6417,0.0,157,180,1,1,False,False,True,False,True,True,False,False,False
4608,2845.0,140,180,1,1,True,False,False,False,False,True,True,False,False
2138,0.0,99,360,0,0,False,False,False,False,False,False,True,False,False
3652,0.0,95,360,1,1,True,False,False,False,False,False,True,False,False
2239,2524.0,128,360,1,1,True,False,False,True,True,True,False,True,False
3017,663.0,102,360,1,1,False,False,False,True,False,True,True,False,False
2768,1950.0,155,360,1,1,False,False,False,False,True,True,False,False,False
3358,0.0,80,36,1,0,False,False,False,True,True,False,True,False,False
2526,1783.0,145,360,1,1,False,False,False,False,True,False,False,False,False
5000,0.0,103,360,0,0,False,False,False,False,False,False,True,False,False
2785,2016.0,110,360,1,1,False,False,False,False,True,True,False,False,False
6633,0.0,128,360,0,0,False,True,False,False,True,True,False,False,True
2492,2375.0,128,360,1,1,True,False,False,True,True,True,False,False,False
3333,3250.0,158,360,1,1,True,False,False,False,True,True,False,True,False
2454,2333.0,181,360,0,0,False,False,False,True,True,True,False,True,False
3593,4266.0,132,180,0,0,False,False,False,False,True,True,False,False,False
5468,1032.0,26,360,1,1,True,False,False,False,True,True,True,False,False
2667,1625.0,84,360,1,1,False,False,False,False,False,False,False,True,False
10139,0.0,260,360,1,1,False,False,True,False,True,True,True,False,True
3887,2669.0,162,360,1,1,False,False,False,False,True,True,True,False,False
4180,2306.0,182,360,1,1,False,False,False,False,False,True,True,False,False
3675,242.0,108,360,1,1,False,True,False,True,True,True,True,False,False
19484,0.0,600,360,1,1,True,False,False,False,False,True,True,False,True
5923,2054.0,211,360,1,1,False,False,False,False,True,True,False,False,False
5800,0.0,132,360,1,1,False,False,False,True,True,False,True,False,True
8799,0.0,258,360,0,0,False,True,False,False,True,True,False,True,False
4467,0.0,120,360,1,1,False,False,False,True,True,True,False,False,False
3333,0.0,70,360,1,1,False,False,False,False,True,False,False,True,False
3400,2500.0,123,360,0,0,False,False,True,False,True,True,False,False,False
2378,0.0,9,360,1,0,False,False,False,False,False,False,False,True,False
3166,2064.0,104,360,0,0,False,False,False,False,True,True,False,True,False
3417,1750.0,186,360,1,1,True,False,False,False,True,True,False,True,False
5116,1451.0,165,360,0,0,False,False,False,False,True,True,False,True,False
16666,0.0,275,360,1,1,False,True,False,False,True,True,False,True,False
6125,1625.0,187,480,1,0,False,True,False,True,True,True,True,False,False
6406,0.0,150,360,1,0,False,False,True,False,True,True,True,False,False
3159,461.0,108,84,1,1,False,True,False,False,True,True,False,True,False
3087,2210.0,136,360,0,0,False,False,False,False,True,True,True,False,False
3229,2739.0,110,360,1,1,False,False,False,False,True,False,False,True,False
1782,2232.0,107,360,1,1,True,False,False,False,True,True,False,False,False
3182,2917.0,161,360,1,1,False,False,False,False,True,False,False,True,False
6540,0.0,205,360,1,1,False,True,False,False,True,True,True,False,False
1836,33837.0,90,360,1,0,False,False,False,False,True,False,False,True,False
3166,0.0,36,360,1,1,False,False,False,False,False,True,True,False,False
1880,0.0,61,360,1,0,True,False,False,False,True,True,False,False,False
2787,1917.0,146,360,0,0,True,False,False,False,True,True,False,False,False
4283,3000.0,172,84,1,0,True,False,False,False,True,True,False,False,False
2297,1522.0,104,360,1,1,False,False,False,False,True,True,False,True,False
2165,0.0,70,360,1,1,False,False,False,True,False,False,True,False,False
4750,0.0,94,360,1,1,False,False,False,False,True,False,True,False,False
2726,0.0,106,360,0,0,False,True,False,False,True,True,True,False,True
3000,3416.0,56,180,1,1,False,False,False,False,True,True,True,False,False
6000,0.0,205,240,1,0,False,True,False,False,True,True,True,False,True
9357,0.0,292,360,1,1,False,False,True,False,True,False,True,False,True
3859,3300.0,142,180,1,1,False,False,False,False,True,True,False,False,False
16120,0.0,260,360,1,1,False,False,False,False,True,True,False,True,True
3833,0.0,110,360,1,1,False,False,False,True,True,False,False,False,False
6383,1000.0,187,360,1,0,False,True,False,True,True,True,False,False,True
2987,0.0,88,360,0,0,False,False,False,False,True,False,True,False,False
9963,0.0,180,360,1,1,False,False,False,False,True,True,False,False,True
5780,0.0,192,360,1,1,False,True,False,False,True,True,False,True,False
416,41667.0,350,180,1,0,False,False,True,False,False,False,False,True,False
2894,2792.0,155,360,1,1,False,False,False,True,True,True,False,False,False
5703,0.0,128,360,1,1,False,False,True,False,True,True,False,True,False
3676,4301.0,172,360,1,1,False,False,False,False,True,False,False,False,False
12000,0.0,496,360,1,1,True,False,False,False,False,True,True,False,False
2400,3800.0,128,180,1,0,False,False,False,True,True,True,False,True,False
3400,2500.0,173,360,1,1,True,False,False,False,True,True,True,False,False
3987,1411.0,157,360,1,1,False,True,False,True,True,True,False,False,False
3232,1950.0,108,360,1,1,False,False,False,False,True,True,False,False,False
2900,0.0,71,360,1,1,False,False,False,False,False,False,False,False,False
4106,0.0,40,180,1,1,False,False,True,False,True,True,False,False,False
8072,240.0,253,360,1,1,True,False,False,False,True,True,False,True,False
7583,0.0,187,360,1,1,False,True,False,False,True,True,False,True,False
4583,0.0,133,360,0,0,False,False,False,False,False,False,True,False,True
